review_description,rating
اا يعجبني لانه لايوجد توصيل لقرية قديد القريبه من المدينه اتمنى توفير ذالك,-1
جزاكم ربي كل خير,1
مصداقية واهتمام بأراء العملاء وسهولة التطبيق,1
شركة قائمة على امتصاص دماء موظفيها,-1
اسوء تجربه اكل فى حياتي هو انا مش عارفه العيب فيهم ولا فى المطعم اللي هو كان كنتاكي بس حرفيا كان جايب اكل بايت البطاطس كان طعمها وحش جدا وبايته والاكل بارد مع ان البيبسي كان ثلج معني كدا ان التوصيل متاخرش؟؟؟؟؟ الاكل كان طعمه سئ جدا وغالبا المطاعم بتقصد تحط الاكل البايت والقديم فى الاوردرات,-1
abood alen3ze,1
للاسف الطلب عبر التطبيقات دائما سيئ و لاتجد الاهتمام من المطاعم يهمهم رسوم التوصيل التي صارات اكثر من قيمة الطلب نفسه,-1
كيكه,-1
جميل جدا اشكركم على التطبيق,1
ازن يش في العالم,1
تطبيق رائع جدا جدا🤌💗,1
مش عايز يفتح كل ما يقولو هنبعتلك كوود مش بتبعتو حاجه,-1
التطبيق فيه مشكلة لا يتم تنزيله وفى كل مرة رسالة تعذر تثبيت التطبيق مع العلم تم تحميل أكتر من تطبيق غيره للتأكد من صلاحية حسابى على جوجل بلاى..طبعا لو ينفع بدون النجمة كنت عملت من غيرها,-1
لا اروع,1
ممتلز,1
تطبيق ابن كالب رمه وشركه بنت وسخه,-1
نسيم الحياة جيد ا,1
ياريت يكون في مواعيد رحلات شبرا للمعادي والعكس اكتر من كده,1
تطبيق راىع,1
ؤنلتتبتيتيلتيشنسيتاتلتتثتف,1
دايما الطلب يتاخر والاكل يجي بارد !,-1
Fantastic news of the world cup,1
الله يلعنهم ينغول تخسير رصيدو غش اطلب لقبم غاليه واجد الى ثلثين ريا معهم بخمسين ريال,-1
عطيته خمسه,1
خدمة ولا اروع بارك الله فيكم. التوصيل في الوقت المحدد 🌹🌹🌹,1
تطبيق جميل سهل الاستخدام ويوفر الجهد يمكن لاين كان استخدامه في اي مكان اعجبني جدا,1
انا بقترح عليكم انك تشتغلو سيارات ملاكي زي اوبر وكريم وتكونو منافس قوي ليهم هتنجحو جدا ياريت تهتمو بالتعليق بتاعي الناس زهقت من اوبر وكريم,1
تبابت,1
مدري جماعه شنو مشكلة ملهم بس والله كل يوم اطلب أكلات يجيني ب وقت محدد يجي عند بيتك شتريد بعد يستاهل والله الف نجمه ♥️,1
لم يفتح نهائي,-1
غير مكتمل البرنامج به عيوب فى ادخال الاسم,-1
كثير حلووووووو,1
مطاعم تتكبر علينا وتتصل تكنسل الطلب ..طلبت من مطعمين خلال اقل من ساعة والاثنين كنسلو الطلب ...شكرا لعدم مصداقيتكم وضياع وقتنا في انتظار طلب مكنسل,-1
سئ جدا لا يمكنى تسجيل الدخول عليه كتب رقم التليفون والرقم السرى لا يمكن الدخول,-1
اكره ذلك,-1
اسوء شركه بالتعامل مع الكباتن والله الكباتن مظلومين معكم اتقو الله فيهم بتودوهم مسافات بعيده وما بتراعو غلاء البنزين واسعاركم قليله واذا التغا الاوردر على حساب الكبتن ولازم يرجع الاوردر اتقو الله فيهم كل هاد منشان تروظو الزبون وطبعا على حساب الكبتن وانتو المستفيدين ولا حول ولا قوة الا بالله العلي العظيم,-1
تطبيق ممتاز جدا,1
ابقه,1
شركة نقل ركاب جماعى من خلال اتوبيسات وباص مكيف الهواء لكن يرجى الالتزام بالاجراءات الاحترازيه,0
#اضراب_طلبات,-1
تطبيق ممتاز بس ليه متوقفة الرحلات من بعد العيد حتى الان,1
حاجه زفت فعلا ومفيش حل للمشاكل وكباتن لا تحترم العميل والشركه أيضا لا تحترم العميل,-1
تحذير ونصيحة لوجه الله عدم التعامل مع هذه الشركه خدمه العملاء زفت ومعندهمش ضمير ومواظفين كدابين والمنتج وصل بعد اكتر من شهر اقسم بالله شركه سيئه جدا,-1
رائع وأمن جداً جداً جداً,1
نقصت لكم نجمتين وايد عليكم نجمه للاسف خدمه سيئه,-1
انا مقدم طلب اشترك بالمطعم معكم اكثر من شهرين وماحد رد عليه للحين,-1
Ko,1
البرنامج كان شغال معايا كويس لحد امبارح النهارده بيقولى ان منطقتى خارج التوصيل !! ده ايه السبب بقا,-1
يعني احنا نطلب منه عشان سهل التوصيل الطلب يقوم يحولني للمطعم اجلس اشرح وين البيت والبشر اللي هناك مايفهمن وش فايدته طيب ادق على المطعم وانتهينا,-1
تطبيق حلو انصحكم تحطو الدفع عند الاستلام بس لوكان بدون نت,1
تطبيق مفيد بس محتاج شويه تعديلات على الشات,1
رووووعه😆,1
بيقفلو الاكونتات من غير اي سبب والاكونت كان في رصيد وخدمه عملاء سئ جدا,-1
لا بأس,0
قبل كان احسن بكثير الان لا يعطونك مالك يقولون لا يوجد معاهم فكه 😡,0
ممتاز اذا ما يطول الاكل,1
يعني حلو مع سيئى,1
المحلات والمطاعم والصيدليات قليلة اوووووي,0
رااائع❤👌,0
يا اخي فكوا عن طيزنا رحمة لرب ربكم. اينما اذهب يطلعلي اعلان تطبيقكم المعفن,-1
محددين مناطق وبالاخير يتصل المندوب ويقول للآسف ما نوصل لهاي المنطقه عيل من الاول لازم يكون مصداقيه في اماكن التوصيل,-1
كل لما اطلب اوردر مفيش خصومات زي ما بتقولوا وبتالي بالغي الاوردر,-1
تطبيق مميز ورائع ويغنيك عن الخروج ويوفر لك الوقت... شكراً طلبات دوت كوم,1
برنامج ممتاز جدا,1
يوصل بسرعه ماشاء الله,1
هو لجميع انحا العلم,1
ممتاز ويوصل بسرعه,1
لايوجد توصيل الى المنطقة اللتي اسكن بها,-1
مرحبا بكم عند الأطفال في الشريحة العمرية في هذا المجال. لا يمكن تزوير التصويت على كل شيء. لا تستطيع الرد علي كتاب الله تعالى على فكرة عن طريق والسلام على رسول الله عليه وسلم في رمضان في حياتي في العالم الإسلامي مسابقة رمضان الكبرى لعام من غير المسلمين والرد عليها في القانون,1
ممتاز ، اتمنى اضافة صور اكثر للوجبات,1
شركه زباله تعامل ظي الزفت,-1
تطبيق فاشل وكله نصب,-1
حلو جدا بس انا لما اجي اكتب المدينه يقولى حدث خطأ ما,1
احببه,1
اسوء تطبيق ممكن الطلب عن طريقه,1
صراحه عجيب والله,1
ليه مش بيوصل ارض اللوء,-1
برنامج قوي,1
موقع في الفترة الأخيرة جدا سيئ يأخذ الفلوس وماينفذ الطلب فوق الأربع مرات اكلمهم يقولون نص ساعة وترجع فلوسك وماكو شي لحد الان,-1
لو يحطون القننفذه وقريت كيهف,-1
رووووووووووووووووووووووعه,1
احسن من كراج,1
يطول عبال مايجي الطلب  بس والله مرااا حلو,1
تم تقييمكم بنجمة لاستغلال الموظفين بخدمة التوصيل,-1
مممممممتازة,1
أحلا وأحسن برنامج توصيل في الاردن,1
للاسف البرنامح فالتحديث الاخير.. عدم التقاط شاشه لواجهه البرنامح والمعاملات ده شي سيء جداااا جداااا لعدم وجود اثبات بدفع فواتير او اي معاملات اخري وحفظ مستند ارجو الحل فوررااااااا ورجاء الرد علي مشكلتي كيف الحل لحين تحسين الخدمه,-1
مجربتة,1
التطبيق إلى الأسوء ويوجد طبيقات افضل بمراحل,-1
جميل جداً جداً جداً جداً انصحكم تنزلو,1
سبحان الله وبحمده سبحان الله العظيم,1
كفو كفو,1
عسسسسسسسسسسسسسسسسسل,1
تطبيق لا يوجد لديه مصداقية ويهدر الوقت,-1
سيء جدا جدا جدا وتعامل موظفين اسوء وراح أخلي كل الي بعرفهم يقيموا التطبيق بدرجة سيء,-1
توصلون في مصر ولا بس دول الخليج,-1
حلو ويوصل بسرعة,1
سمعتكم طيبة,1
😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍,-1
دائما توصل الطلبات ناقصة والسبب استعجال السائق,-1
طر,1
التوصيل سعره جدا مرتفع حرام عليكم,1
ريح بلك,1
تطبيق زبالة كل اما افتحو يقولي يوجد اصدار جديد رجاء التحديث للمتابعة ادخل جوجل بلاي الاقي مفيش تحديث امسحه وانزله برده مش شغال,-1
صراصير وعماله وسخه وتحضير الطعام يتم في دورات المياه وغرف نوم العماله,-1
لا استغناء عنه,1
جزاكم الله خيرا,1
حلو مررررررررره هذا البرنامج,1
الططبيق كثير حلو بجنن,1
ممتاز أنصح بتحميله,1
ليش تم حجب حسابي ممكن اعرف شو السبب يعني انا منيح مني اني بكتب وبقرا وبالخير تيجو تقولو تم حجب الحساب وكمان مارجع المصاري الي بمحفظتي ٧ ساعات استنى لفك حظر حساب من قبل موظف من عندكم ليش بدك تخلو الواحد يلجأ للقضاء او رجعو مصاري بحسابي رجاء على البطاقه الانتمائيه بلاش نتصرف تصرف نندم عليه احنا وانتو رجاء حار بأقصى سرعه من قبل القضاء طبعا,-1
